,frame_number,face_id,gender,race
0,6781.0,821.0,Man,white
0,6791.0,822.0,Woman,middle eastern
0,6801.0,823.0,Man,latino hispanic
0,6811.0,824.0,Man,white
1,6811.0,825.0,Woman,white
0,6821.0,826.0,Man,latino hispanic
1,6821.0,827.0,Man,white
0,6831.0,828.0,Man,white
0,6841.0,829.0,Man,middle eastern
1,6841.0,830.0,Woman,middle eastern
0,6851.0,831.0,Man,middle eastern
0,6861.0,832.0,Man,latino hispanic
0,6871.0,833.0,Woman,white
1,6871.0,834.0,Man,white
0,6881.0,835.0,Woman,white
1,6881.0,836.0,Man,white
0,6901.0,837.0,Woman,middle eastern
1,6901.0,838.0,Man,white
0,6911.0,839.0,Woman,white
1,6911.0,840.0,Man,white
0,6921.0,841.0,Woman,white
1,6921.0,842.0,Man,white
0,6931.0,843.0,Woman,white
0,6951.0,844.0,Woman,white
0,6961.0,845.0,Woman,white
0,7001.0,846.0,Man,white
0,7021.0,847.0,Man,asian
0,7031.0,848.0,Woman,white
1,7031.0,849.0,Man,white
2,7031.0,850.0,Woman,white
0,7041.0,851.0,Man,white
0,7051.0,852.0,Man,white
0,7061.0,853.0,Man,white
1,7061.0,854.0,Man,asian
0,7071.0,855.0,Woman,white
1,7071.0,856.0,Man,white
2,7071.0,857.0,Man,white
0,7081.0,858.0,Man,latino hispanic
1,7081.0,859.0,Man,white
0,7091.0,860.0,Man,white
0,7101.0,861.0,Man,white
1,7101.0,862.0,Man,white
2,7101.0,863.0,Man,white
0,7111.0,864.0,Woman,white
1,7111.0,865.0,Man,asian
2,7111.0,866.0,Man,white
0,7121.0,867.0,Man,white
1,7121.0,868.0,Man,asian
2,7121.0,869.0,Man,indian
0,7131.0,870.0,Man,latino hispanic
0,7151.0,871.0,Man,asian
1,7151.0,872.0,Woman,white
0,7171.0,873.0,Woman,white
1,7171.0,874.0,Man,white
0,7181.0,875.0,Man,white
0,7201.0,876.0,Man,white
1,7201.0,877.0,Woman,white
0,7221.0,878.0,Man,white
1,7221.0,879.0,Woman,white
0,7231.0,880.0,Man,white
0,7241.0,881.0,Woman,white
1,7241.0,882.0,Man,white
2,7241.0,883.0,Man,white
0,7251.0,884.0,Man,white
0,7261.0,885.0,Man,white
1,7261.0,886.0,Woman,latino hispanic
0,7281.0,887.0,Woman,latino hispanic
1,7281.0,888.0,Man,white
0,7291.0,889.0,Woman,white
1,7291.0,890.0,Man,white
0,7311.0,891.0,Man,white
0,7321.0,892.0,Man,white
1,7321.0,893.0,Man,white
2,7321.0,894.0,Man,white
0,7341.0,895.0,Man,latino hispanic
0,7351.0,896.0,Man,white
0,7361.0,897.0,Man,white
0,7411.0,898.0,Man,white
0,7421.0,899.0,Man,middle eastern
0,7441.0,900.0,Man,white
0,7451.0,901.0,Man,middle eastern
0,7481.0,902.0,Man,white
0,7521.0,903.0,Man,white
0,7531.0,904.0,Man,white
0,7551.0,905.0,Man,asian
0,7561.0,906.0,Man,white
0,7571.0,907.0,Man,white
0,7581.0,908.0,Woman,white
0,7601.0,909.0,Man,white
0,7611.0,910.0,Man,white
0,7661.0,911.0,Man,black
0,7711.0,912.0,Man,black
0,7721.0,913.0,Man,white
0,7731.0,914.0,Man,white
0,7741.0,915.0,Man,white
0,7751.0,916.0,Man,latino hispanic
0,7761.0,917.0,Man,white
0,7771.0,918.0,Man,latino hispanic
0,7781.0,919.0,Man,white
0,7791.0,920.0,Man,white
0,7801.0,921.0,Man,white
0,7811.0,922.0,Man,white
0,7821.0,923.0,Man,latino hispanic
0,7831.0,924.0,Man,white
0,7841.0,925.0,Man,white
0,7851.0,926.0,Man,white
0,7861.0,927.0,Man,white
0,7871.0,928.0,Man,latino hispanic
0,7891.0,929.0,Man,white
0,7901.0,930.0,Man,latino hispanic
0,7911.0,931.0,Man,white
0,7921.0,932.0,Man,white
0,7931.0,933.0,Man,white
0,7941.0,934.0,Man,white
0,7951.0,935.0,Man,white
0,7961.0,936.0,Man,white
0,7971.0,937.0,Man,white
0,7981.0,938.0,Man,white
0,8001.0,939.0,Man,asian
1,8001.0,940.0,Man,asian
0,8041.0,941.0,Woman,asian
0,8071.0,942.0,Man,white
0,8091.0,943.0,Man,white
1,8091.0,944.0,Man,white
0,8101.0,945.0,Man,middle eastern
0,8111.0,946.0,Man,latino hispanic
0,8131.0,947.0,Man,white
0,8191.0,948.0,Man,asian
0,8221.0,949.0,Man,white
1,8221.0,950.0,Man,white
0,8231.0,951.0,Man,latino hispanic
1,8231.0,952.0,Woman,white
0,8241.0,953.0,Man,white
1,8241.0,954.0,Man,asian
0,8261.0,955.0,Woman,white
1,8261.0,956.0,Man,white
2,8261.0,957.0,Man,asian
0,8271.0,958.0,Man,white
0,8281.0,959.0,Woman,white
1,8281.0,960.0,Man,white
0,8291.0,961.0,Man,white
0,8311.0,962.0,Man,white
0,8341.0,963.0,Man,white
1,8341.0,964.0,Man,white
2,8341.0,965.0,Man,black
0,8351.0,966.0,Woman,white
0,8361.0,967.0,Woman,white
0,8371.0,968.0,Woman,white
0,8381.0,969.0,Man,latino hispanic
0,8401.0,970.0,Man,white
0,8441.0,971.0,Man,asian
0,8451.0,972.0,Man,asian
1,8451.0,973.0,Man,white
0,8461.0,974.0,Man,white
1,8461.0,975.0,Man,white
0,8471.0,976.0,Man,white
1,8471.0,977.0,Man,asian
0,8481.0,978.0,Man,asian
0,8491.0,979.0,Man,white
0,8541.0,980.0,Man,white
0,8561.0,981.0,Man,white
0,8581.0,982.0,Man,white
0,8601.0,983.0,Man,asian
0,8611.0,984.0,Man,asian
0,8641.0,985.0,Man,asian
1,8641.0,986.0,Man,white
2,8641.0,987.0,Man,white
0,8651.0,988.0,Man,white
0,8661.0,989.0,Woman,latino hispanic
1,8661.0,990.0,Man,white
0,8671.0,991.0,Woman,white
0,8681.0,992.0,Man,white
0,8691.0,993.0,Man,white
1,8691.0,994.0,Man,white
0,8701.0,995.0,Man,white
0,8711.0,996.0,Man,middle eastern
0,8731.0,997.0,Man,white
0,8741.0,998.0,Man,white
0,8751.0,999.0,Woman,white
1,8751.0,1000.0,Man,black
0,8781.0,1001.0,Man,white
0,8791.0,1002.0,Man,white
1,8791.0,1003.0,Man,white
0,8801.0,1004.0,Man,white
1,8801.0,1005.0,Man,middle eastern
0,8811.0,1006.0,Man,asian
1,8811.0,1007.0,Man,white
0,8821.0,1008.0,Man,white
0,8841.0,1009.0,Man,white
1,8841.0,1010.0,Man,asian
0,8851.0,1011.0,Man,white
1,8851.0,1012.0,Man,white
0,8861.0,1013.0,Man,white
0,8871.0,1014.0,Woman,white
0,8901.0,1015.0,Man,white
1,8901.0,1016.0,Man,latino hispanic
0,8911.0,1017.0,Man,white
0,8921.0,1018.0,Man,white
0,8931.0,1019.0,Man,middle eastern
0,8941.0,1020.0,Man,asian
0,8991.0,1021.0,Man,latino hispanic
1,8991.0,1022.0,Woman,white
0,9001.0,1023.0,Man,asian
0,9011.0,1024.0,Man,latino hispanic
0,9031.0,1025.0,Man,asian
1,9031.0,1026.0,Man,black
0,9041.0,1027.0,Man,white
1,9041.0,1028.0,Man,white
2,9041.0,1029.0,Man,black
0,9051.0,1030.0,Woman,white
1,9051.0,1031.0,Man,black
0,9061.0,1032.0,Man,asian
0,9071.0,1033.0,Man,white
0,9081.0,1034.0,Woman,white
1,9081.0,1035.0,Man,latino hispanic
0,9091.0,1036.0,Man,white
0,9101.0,1037.0,Woman,white
1,9101.0,1038.0,Man,white
0,9111.0,1039.0,Man,middle eastern
0,9121.0,1040.0,Man,white
0,9131.0,1041.0,Man,white
1,9131.0,1042.0,Woman,white
0,9141.0,1043.0,Man,white
1,9141.0,1044.0,Woman,middle eastern
0,9151.0,1045.0,Man,white
1,9151.0,1046.0,Man,black
0,9161.0,1047.0,Man,middle eastern
1,9161.0,1048.0,Man,white
2,9161.0,1049.0,Man,latino hispanic
3,9161.0,1050.0,Man,latino hispanic
4,9161.0,1051.0,Man,white
0,9171.0,1052.0,Woman,white
1,9171.0,1053.0,Man,white
0,9181.0,1054.0,Man,white
0,9191.0,1055.0,Man,latino hispanic
1,9191.0,1056.0,Woman,white
2,9191.0,1057.0,Man,asian
0,9201.0,1058.0,Man,white
1,9201.0,1059.0,Woman,white
0,9211.0,1060.0,Woman,white
1,9211.0,1061.0,Man,white
0,9221.0,1062.0,Man,white
1,9221.0,1063.0,Man,white
0,9231.0,1064.0,Woman,white
0,9241.0,1065.0,Man,white
1,9241.0,1066.0,Man,white
0,9251.0,1067.0,Man,white
1,9251.0,1068.0,Man,white
0,9261.0,1069.0,Man,white
1,9261.0,1070.0,Man,white
0,9271.0,1071.0,Man,black
1,9271.0,1072.0,Woman,white
0,9281.0,1073.0,Woman,white
1,9281.0,1074.0,Man,white
0,9291.0,1075.0,Woman,white
0,9301.0,1076.0,Woman,white
1,9301.0,1077.0,Man,white
0,9311.0,1078.0,Man,middle eastern
1,9311.0,1079.0,Man,white
2,9311.0,1080.0,Man,white
0,9321.0,1081.0,Man,white
1,9321.0,1082.0,Man,white
0,9331.0,1083.0,Man,white
1,9331.0,1084.0,Man,white
2,9331.0,1085.0,Man,white
0,9341.0,1086.0,Man,white
0,9351.0,1087.0,Woman,white
1,9351.0,1088.0,Man,white
0,9361.0,1089.0,Woman,white
1,9361.0,1090.0,Man,white
0,9371.0,1091.0,Woman,white
1,9371.0,1092.0,Man,white
0,9391.0,1093.0,Man,white
0,9451.0,1094.0,Woman,white
1,9451.0,1095.0,Man,black
0,9471.0,1096.0,Woman,white
0,9531.0,1097.0,Woman,white
0,9541.0,1098.0,Man,white
1,9541.0,1099.0,Woman,white
2,9541.0,1100.0,Man,middle eastern
3,9541.0,1101.0,Man,white
4,9541.0,1102.0,Man,latino hispanic
5,9541.0,1103.0,Man,white
6,9541.0,1104.0,Man,asian
7,9541.0,1105.0,Man,asian
8,9541.0,1106.0,Man,middle eastern
9,9541.0,1107.0,Woman,white
10,9541.0,1108.0,Man,white
11,9541.0,1109.0,Man,black
12,9541.0,1110.0,Man,white
0,9561.0,1111.0,Woman,white
1,9561.0,1112.0,Man,middle eastern
2,9561.0,1113.0,Man,white
3,9561.0,1114.0,Man,black
4,9561.0,1115.0,Man,black
5,9561.0,1116.0,Woman,white
6,9561.0,1117.0,Man,white
7,9561.0,1118.0,Man,white
0,9581.0,1119.0,Man,middle eastern
1,9581.0,1120.0,Woman,white
0,9591.0,1121.0,Woman,white
1,9591.0,1122.0,Man,white
2,9591.0,1123.0,Man,black
3,9591.0,1124.0,Man,white
0,9601.0,1125.0,Man,asian
1,9601.0,1126.0,Man,white
2,9601.0,1127.0,Man,white
0,9611.0,1128.0,Man,asian
1,9611.0,1129.0,Man,white
2,9611.0,1130.0,Man,asian
3,9611.0,1131.0,Man,white
4,9611.0,1132.0,Man,white
5,9611.0,1133.0,Man,white
0,9621.0,1134.0,Man,white
1,9621.0,1135.0,Man,white
2,9621.0,1136.0,Man,latino hispanic
3,9621.0,1137.0,Man,middle eastern
4,9621.0,1138.0,Man,white
5,9621.0,1139.0,Man,white
6,9621.0,1140.0,Man,black
7,9621.0,1141.0,Man,white
0,9631.0,1142.0,Man,white
1,9631.0,1143.0,Woman,white
2,9631.0,1144.0,Man,white
3,9631.0,1145.0,Man,white
4,9631.0,1146.0,Man,white
0,9641.0,1147.0,Woman,white
1,9641.0,1148.0,Man,white
2,9641.0,1149.0,Man,white
3,9641.0,1150.0,Man,white
4,9641.0,1151.0,Man,white
0,9661.0,1152.0,Man,white
0,9671.0,1153.0,Man,black
0,9681.0,1154.0,Man,latino hispanic
1,9681.0,1155.0,Man,asian
2,9681.0,1156.0,Man,white
3,9681.0,1157.0,Man,white
4,9681.0,1158.0,Man,white
5,9681.0,1159.0,Man,black
0,9691.0,1160.0,Man,white
0,9701.0,1161.0,Man,white
1,9701.0,1162.0,Man,black
0,9711.0,1163.0,Man,latino hispanic
1,9711.0,1164.0,Man,white
0,9731.0,1165.0,Man,black
1,9731.0,1166.0,Woman,white
2,9731.0,1167.0,Woman,black
3,9731.0,1168.0,Man,black
4,9731.0,1169.0,Man,white
5,9731.0,1170.0,Man,white
0,9741.0,1171.0,Man,black
1,9741.0,1172.0,Man,black
2,9741.0,1173.0,Woman,white
0,9761.0,1174.0,Man,asian
0,9771.0,1175.0,Man,white
